Country,Element,Item,Year,Unit,Value
Mongolia,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,13367.98546
Montenegro,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,4051.382605
Montserrat,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,65.741568
Morocco,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,112988.1538
Mozambique,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,17959.2333
Myanmar,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,64920.94769
Namibia,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,10377.69948
Nauru,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,111.480657
Nepal,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,29112.89571
Netherlands,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,808007.3598
New Caledonia,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,8757.399969
New Zealand,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,204710.7948
Nicaragua,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,12734.69677
Niger,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,12639.74217
Nigeria,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,501810.9709
North Macedonia,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,10602.88572
Norway,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,403779.7251
Oman,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,70150.43157
Pakistan,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,319589.0087
Palau,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,255.360748
Palestine,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,14015.4
Panama,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,52504.20899
Papua New Guinea,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,24068.17947
Paraguay,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,40270.23052
Peru,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,190976.7754
Philippines,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,358293.7558
Poland,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,555630.455
Portugal,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,203507.6751
Puerto Rico,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,92660.07663
Qatar,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,161395.0257
Republic of Korea,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,1623895.081
Republic of Moldova,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,8517.421142
Romania,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,208840.5925
Russian Federation,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,1416125.488
Rwanda,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,10790.83115
Saint Kitts and Nevis,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,872.354803
Saint Lucia,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,1586.953104
Saint Vincent and the Grenadines,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,776.405803
Samoa,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,760.167446
San Marino,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,1412.114074
Sao Tome and Principe,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,373.43956
Saudi Arabia,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,650714.4781
Senegal,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,22684.49488
Serbia,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,45184.78092
Seychelles,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,1386.259669
Sierra Leone,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,5007.152721
Singapore,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,330093.7938
Sint Maarten (Dutch part),"Value US$, 2015 prices",Gross Domestic Product,2020,millions,731.983265
Slovakia,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,94731.01431
Slovenia,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,48124.69323
Solomon Islands,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,1466.62013
Somalia,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,1581.128331
South Africa,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,303452.1922
South Sudan,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,6065.021038
Spain,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,1180730.238
Sri Lanka,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,88832.16127
Sudan,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,93272.32782
Suriname,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,4417.293073
Sweden,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,534451.9344
Switzerland,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,740026.2363
Syrian Arab Republic,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,20677.32366
Tajikistan,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,11622.62857
Thailand,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,432703.1067
Timor-Leste,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,2110.447597
Togo,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,6730.347858
Tonga,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,451.56277
Trinidad and Tobago,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,21087.12286
Tunisia,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,42239.99938
Turkey,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,1015323.479
Turkmenistan,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,31202.83009
Turks and Caicos Islands,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,802.388551
Tuvalu,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,46.790282
Uganda,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,35672.30952
Ukraine,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,97889.26116
United Arab Emirates,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,370866.0442
United Kingdom,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,2882115.887
United Republic of Tanzania,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,66392.66241
United States of America,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,19247059.03
Uruguay,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,56773.23104
Uzbekistan,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,102863.7187
Vanuatu,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,791.575967
Venezuela (Bolivarian Republic of),"Value US$, 2015 prices",Gross Domestic Product,2020,millions,97976.20836
Viet Nam,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,258508.6828
Yemen,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,20625.64985
Zambia,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,22986.67683
Zimbabwe,"Value US$, 2015 prices",Gross Domestic Product,2020,millions,20406.86565
